FIPS,NAME,CLINTON,SANDERS,OMALLEY,DEM_OTHER
36067,Onondaga,0.53,0.47,0.0,0.0
36069,Ontario,0.462,0.538,0.0,0.0
36071,Orange,0.515,0.485,0.0,0.0
36073,Orleans,0.426,0.574,0.0,0.0
36075,Oswego,0.442,0.558,0.0,0.0
36077,Otsego,0.409,0.591,0.0,0.0
36079,Putnam,0.493,0.507,0.0,0.0
36081,Queens,0.616,0.384,0.0,0.0
36083,Rensselaer,0.416,0.584,0.0,0.0
36085,Staten Island,0.529,0.471,0.0,0.0
36087,Rockland,0.605,0.395,0.0,0.0
36089,Saint Lawrence,0.411,0.589,0.0,0.0
36091,Saratoga,0.442,0.558,0.0,0.0
36093,Schenectady,0.472,0.528,0.0,0.0
36095,Schoharie,0.364,0.636,0.0,0.0
36097,Schuyler,0.375,0.625,0.0,0.0
36099,Seneca,0.472,0.528,0.0,0.0
36101,Steuben,0.421,0.579,0.0,0.0
36103,Suffolk,0.547,0.453,0.0,0.0
36105,Sullivan,0.439,0.561,0.0,0.0
36107,Tioga,0.403,0.597,0.0,0.0
36109,Tompkins,0.377,0.623,0.0,0.0
36111,Ulster,0.374,0.626,0.0,0.0
36113,Warren,0.383,0.617,0.0,0.0
36115,Washington,0.359,0.641,0.0,0.0
36117,Wayne,0.445,0.555,0.0,0.0
36119,Westchester,0.674,0.326,0.0,0.0
36121,Wyoming,0.395,0.605,0.0,0.0
36123,Yates,0.452,0.548,0.0,0.0
